小区名称,行政区,朝向,房屋配置,面积（㎡）,总价（万）,均价(平),楼层,建筑年份,周边,小区地址
安盛杉庄,青浦区,南,4室3厅3卫,340,2600,76471,共3层,2005年建造,徐泾,沪青平公路1357弄
崧泽华城秀景苑(二期),青浦区,南,2室2厅1卫,94.45,269,28481,中层(共18层),2015年建造,赵巷,崧润路1028弄
中国铁建花语江南,青浦区,南北,3室2厅2卫,95.83,478,49880,中层(共8层),2022年建造,赵巷,业文路129弄
上海捷克住宅小区(公寓住宅),青浦区,南北,3室2厅2卫,124.62,480,38518,中层(共6层),2006年建造,徐泾,联民路88弄
广虹公寓,青浦区,南北,3室2厅2卫,122.1,360,29485,低层(共6层),2000年建造,徐泾,明珠路465弄
新虹桥明珠花园(1888弄),青浦区,南北,2室2厅1卫,100,335,33500,低层(共6层),2002年建造,徐泾,盈港东路1888弄
兆地尊庭(99弄),青浦区,南北,3室2厅1卫,89.33,266,29778,低层(共6层),2014年建造,华新,新益路99弄
梦丹苑,青浦区,南北,3室2厅1卫,85.91,235,27355,高层(共6层),1996年建造,青浦新城,"沪青平公路4625弄,青湖路904弄,青湖路958弄"
虹桥宝龙城(一期),青浦区,西南,3室2厅1卫,87.35,271,31025,中层(共18层),2014年建造,华新,新府中路1600弄
西郊半岛名苑,青浦区,南北,2室2厅1卫,87.51,285,32568,中层(共20层),2015年建造,华新,新府中路1331弄
中信泰富朱家角新城翠苑(西区公寓住宅),青浦区,南北,3室1厅1卫,89.54,250,27921,共5层,2012年建造,朱家角,阁游路777弄
泰禾红桥,青浦区,南北,3室1厅1卫,91.57,375,40953,中层(共18层),2015年建造,青浦新城,青湖东路555弄
万科尚景苑(西区公寓住宅),青浦区,南北,3室2厅1卫,95.97,275,28655,低层(共12层),2012年建造,重固,福定路289弄
圣堡别墅,青浦区,南北,7室3厅5卫,338,4000,118344,共2层,2010年建造,徐泾,联民路99弄
翠景园(别墅),青浦区,南北,6室2厅3卫,222,1010,45496,共3层,2002年建造,徐泾,诸光路899弄
万科晶源(别墅),青浦区,南北,4室3厅3卫,194,1200,61856,共3层,2010年建造,赵巷,郡峰路9弄
恒文星尚湾,青浦区,南北,4室2厅1卫,88.6,420,47405,低层(共18层),2014年建造,华新,新凤中路899弄
绿地新里波洛克公馆,青浦区,南北,3室2厅2卫,90.04,260,28877,中层(共16层),2019年建造,重固,福泉山东路33弄
东方庭院,青浦区,南北,3室2厅3卫,220,699,31773,共3层,2010年建造,朱家角,"复兴路88弄,珠安路77弄,浦祥路377弄"
金地格林郡(金地格林世界),青浦区,南北,3室2厅1卫,88.58,304,34320,高层(共13层),2013年建造,青浦新城,沪青平公路5599弄
瑞和锦庭(东区),青浦区,南北,3室2厅2卫,96.4,256,26557,中层(共18层),2015年建造,徐泾北城,凤马塘路200弄
御澜博翠,青浦区,南北,3室2厅2卫,97.69,455,46576,低层(共14层),2020年建造,华新,新府中路1618弄
西郊枫林苑(公寓住宅),青浦区,南北,4室2厅3卫,212.37,1280,60273,共4层,2002年建造,徐泾,诸光路380弄
海上湾鹭居(别墅),青浦区,南,4室2厅3卫,179,650,36313,共3层,2016年建造,朱家角,淀山湖大道3699弄
怡田小区,青浦区,南,3室2厅1卫,81.71,300,36716,高层(共6层),1995年建造,青浦新城,界泾港新村37-70号
佳丽花园,青浦区,南北,3室2厅2卫,87.61,340,38809,高层(共6层),2008年建造,青浦新城,盈中西路50弄
泰安公寓(四期),青浦区,南北,3室2厅1卫,88.35,210,23770,共5层,2012年建造,朱家角,浦泰路501弄
逸皓华庭(别墅),青浦区,南北,4室2厅2卫,96.97,325,33516,共5层,2012年建造,重固,重固镇大街518弄
泰禾红桥,青浦区,南北,3室2厅2卫,91.55,310,33862,低层(共8层),2017年建造,青浦新城,青湖东路555弄
双桥公寓(四区),青浦区,南,2室2厅1卫,87.9,229,26053,高层(共14层),2017年建造,青浦新城,盈浩路107弄
陆家角馨苑(东区公寓住宅),青浦区,南北,3室2厅2卫,138.82,478,34434,中层(共9层),2014年建造,徐泾北城,乐爱路38弄73-92号
英庭名墅(别墅),青浦区,南,5室2厅5卫,260.98,2660,101924,地下(共3层),2012年建造,徐泾,诸光路228弄
海上湾鹭居(别墅),青浦区,南北,3室2厅4卫,135.9,730,53716,地下(共3层),2020年建造,朱家角,淀山湖大道3699弄
绿地新里波洛克公馆,青浦区,南北,3室2厅2卫,88.91,285,32055,中层(共8层),2019年建造,重固,福泉山东路33弄
御品园林,青浦区,南北,7室2厅8卫,455.7,3100,68028,地下(共3层),2024年建造,徐泾,徐南路1188弄
新锦港花园,青浦区,南北,3室2厅2卫,133.89,320,23901,共5层,2008年建造,青浦新城,青安路507弄
宝业活力雅苑,青浦区,南北,1室2厅1卫,80.12,270,33700,低层(共10层),2010年建造,青浦新城,观云路501弄
徐泾小区,青浦区,南北,2室2厅1卫,30,50,16667,中层(共12层),2015年建造,徐泾,育才路42弄
崧泽华城秀景苑(二期),青浦区,南北,3室2厅2卫,109.25,336,30756,中层(共17层),2014年建造,赵巷,崧润路1028弄
华骥苑(一区),青浦区,南北,3室1厅1卫,89.47,206,23025,低层(共6层),2008年建造,青浦新城,沪青平公路4607弄
上海豪都国际花园(别墅),青浦区,东南,4室2厅3卫,187.18,1380,73726,共2层,2004年建造,徐泾,沪青平公路1881弄
华腾苑,青浦区,南北,2室2厅1卫,94.03,300,31905,低层(共18层),2015年建造,华新,华腾路555弄
珠溪新苑,青浦区,南,2室2厅1卫,84.17,199,23643,共5层,2013年建造,朱家角,石家浜东路88弄
合生御廷(别墅),青浦区,南北,3室4厅4卫,156,545,34936,共3层,2012年建造,赵巷,巷居路99弄
合生御廷(别墅),青浦区,南北,3室3厅2卫,156,545,34936,共2层,2012年建造,赵巷,巷居路99弄
泰禾红桥,青浦区,南北,3室2厅1卫,93.64,314,33533,高层(共18层),2017年建造,青浦新城,青湖东路555弄
泰禾红桥,青浦区,南北,3室1厅2卫,91.12,375,41155,中层(共18层),2016年建造,青浦新城,青湖东路555弄
万科尚景苑(西区公寓住宅),青浦区,南北,3室2厅1卫,94.82,275,29003,中层(共11层),2012年建造,重固,福定路289弄
上海捷克住宅小区(公寓住宅),青浦区,南北,2室2厅1卫,112.61,376,33390,高层(共7层),2003年建造,徐泾,联民路88弄
久事西郊花园(别墅),青浦区,南北,5室2厅4卫,278.01,1800,64746,共2层,2002年建造,徐泾,诸光路1056弄
沁风雅泾轩,青浦区,南北,5室2厅5卫,366,2400,65574,共3层,2008年建造,徐泾,东徐联路588弄
上海捷克住宅小区(别墅),青浦区,南北,4室2厅4卫,208,1400,67308,共2层,2005年建造,徐泾,联民路88弄
绿地新里波洛克公馆,青浦区,南北,3室2厅2卫,88.91,292,32843,中层(共8层),2019年建造,重固,福泉山东路33弄
绿地新里波洛克公馆,青浦区,南北,3室2厅2卫,87.98,310,35236,中层(共8层),2019年建造,重固,福泉山东路33弄
通用昱慧苑,青浦区,南北,3室1厅1卫,101.71,405,39820,高层(共20层),2019年建造,徐泾北城,尚茂路226弄
通用昱慧苑,青浦区,南北,3室1厅1卫,101.99,343,33631,低层(共21层),2019年建造,徐泾北城,尚茂路226弄
安盛景园上海88区,青浦区,南,6室2厅5卫,297.8,2380,79920,共3层,2005年建造,徐泾,沪青平公路1551弄
璟雲里(公寓住宅),青浦区,南北,3室2厅2卫,91.9,278.8,30338,低层(共6层),2021年建造,朱家角,"绿湖路360弄,绿舟路789弄"
海玥金茂悦,青浦区,南北,3室2厅1卫,86.45,370,42800,中层(共18层),2021年建造,华新,华志路666弄
崧文苑,青浦区,南北,2室2厅1卫,90.7,288,31754,中层(共18层),2016年建造,赵巷,崧文南路229弄
泰禾红桥,青浦区,南北,3室2厅2卫,90.48,315,34815,中层(共6层),2016年建造,青浦新城,青湖东路555弄
泰禾红桥,青浦区,南北,3室2厅1卫,88.52,309,34908,中层(共18层),2015年建造,青浦新城,青湖东路555弄
泰禾红桥,青浦区,南,3室2厅1卫,90.34,350,38743,低层(共18层),2016年建造,青浦新城,青湖东路555弄
巷华华苑,青浦区,南北,2室2厅1卫,85.23,248,29098,低层(共6层),2012年建造,赵巷,赵华路301弄
龙湖滟澜山(一期公寓住宅),青浦区,南北,2室2厅1卫,85.47,370,43291,共4层,2010年建造,赵巷,嘉松中路6788弄
恒文星尚湾,青浦区,南北,3室2厅2卫,124.83,485,38853,高层(共18层),2015年建造,华新,新凤中路899弄
绿地新里波洛克公馆,青浦区,南北,2室2厅1卫,84.03,235,27967,中层(共16层),2019年建造,重固,福泉山东路33弄
绿地月庭,青浦区,南北,4室3厅4卫,164,750,45732,共3层,2016年建造,朱家角,浦祥路581弄
中国铁建花语江南,青浦区,南北,3室2厅2卫,96.08,450,46836,高层(共8层),2023年建造,赵巷,业文路129弄
御澜博翠,青浦区,南北,3室2厅1卫,88.21,400,45347,低层(共18层),2021年建造,华新,新府中路1618弄
崧泽华城华中苑(三区),青浦区,南北,2室2厅1卫,81.03,185,22832,高层(共18层),2017年建造,赵巷,崧漪一路46弄
新城盛世,青浦区,南北,3室2厅2卫,113.41,418,36858,高层(共18层),2015年建造,青浦新城,淀湖路555弄
上海豪都国际花园(公寓住宅),青浦区,南,3室2厅2卫,127.12,470,36973,低层(共6层),2002年建造,徐泾,沪青平公路1881弄
海天花园(叠翠别墅),青浦区,南,5室3厅3卫,314,2600,82803,共2层,2000年建造,徐泾,沪青平公路1481弄
南山雨果(东区别墅),青浦区,南北,5室2厅5卫,335,1850,55224,共3层,2016年建造,徐泾,叶联路666弄
龙湖滟澜山(二期公寓住宅),青浦区,南北,4室2厅3卫,168.29,710,42190,共5层,2014年建造,赵巷,嘉松中路6688弄
盛誉世家,青浦区,南,3室2厅2卫,104.53,431,41233,中层(共18层),2019年建造,香花桥,淀湖路666弄
映虹桥,青浦区,南北,4室2厅3卫,127.43,750,58856,高层(共6层),2022年建造,赵巷,业煌路99弄
映虹桥,青浦区,南北,4室2厅3卫,128.29,750,58462,高层(共6层),2022年建造,赵巷,业煌路99弄
西郊美林馆,青浦区,南北,4室4厅3卫,324,2300,70988,共3层,2008年建造,徐泾,高泾路689弄
虹桥正荣府,青浦区,南北,4室2厅3卫,188.72,1800,95380,共3层,2017年建造,徐泾,"徐和路165弄,近联民路100弄"
兆地尊庭(99弄),青浦区,南北,3室2厅1卫,83,210,25302,低层(共11层),2015年建造,华新,新益路99弄
西郊九溪十八岛,青浦区,南北,7室4厅6卫,435,3200,73564,共2层,2009年建造,徐泾,高泾路399弄1-149号
合生御廷(别墅),青浦区,南北,4室2厅3卫,110,455,41364,共3层,2015年建造,赵巷,巷居路99弄
合生御廷(别墅),青浦区,南北,3室3厅2卫,78,560,71795,共3层,2013年建造,赵巷,巷居路99弄
徐泾北城通用昱祥苑,青浦区,南北,3室1厅1卫,101.59,363,35732,高层(共21层),2019年建造,青浦周边,尚茂路366弄
海玥金茂悦,青浦区,南北,3室2厅1卫,86.45,380,43957,高层(共18层),2021年建造,华新,华志路666弄
青湖苑,青浦区,南北,3室2厅1卫,90.22,260,28819,中层(共18层),2015年建造,青浦新城,崧文南路60弄1-25号
春江三月公寓(三期),青浦区,南北,3室1厅1卫,93.15,300,32207,低层(共18层),2013年建造,徐泾北城,凤强塘路1218弄
中信泰富朱家角新城隽苑,青浦区,南北,3室2厅1卫,89.63,285,31798,共4层,2017年建造,朱家角,马家桥路299弄
泰禾红桥,青浦区,南北,3室2厅1卫,88.63,322,36331,高层(共18层),2017年建造,青浦新城,青湖东路555弄
泰禾红桥,青浦区,南北,3室2厅1卫,88.47,333,37640,高层(共18层),2014年建造,青浦新城,青湖东路555弄
泰禾红桥,青浦区,南北,3室2厅1卫,83.82,315,37581,高层(共8层),2016年建造,青浦新城,青湖东路555弄
泰禾红桥,青浦区,南,3室2厅2卫,89.19,322,36103,低层(共16层),2017年建造,青浦新城,青湖东路555弄
西部花苑一区(公寓住宅),青浦区,南北,3室2厅1卫,89.78,274,30520,高层(共6层),2002年建造,青浦新城,城中西路333弄
青湖轩,青浦区,南北,2室2厅1卫,91.95,282,30669,低层(共18层),2015年建造,青浦新城,崧文南路59弄1-24号
上海捷克住宅小区(公寓住宅),青浦区,南北,2室2厅1卫,113.69,420,36943,低层(共9层),2012年建造,徐泾,联民路88弄
新虹桥亚洲花园,青浦区,南北,5室2厅3卫,225,1788,79467,共3层,2000年建造,徐泾,沪青平公路1655弄
久事西郊花园(别墅),青浦区,南北,5室2厅3卫,197,1620,82234,共2层,2002年建造,徐泾,诸光路1056弄
葛洲坝绿城玉兰花园(北区),青浦区,南北,4室2厅2卫,145.7,640,43926,低层(共10层),2018年建造,香花桥,清河湾路1698弄
恒文星尚湾,青浦区,南北,3室2厅1卫,89.59,285,31812,低层(共18层),2018年建造,华新,新凤中路899弄
恒文星尚湾,青浦区,南,3室2厅2卫,122.18,540,44198,高层(共18层),2014年建造,华新,新凤中路899弄
御品园林,青浦区,南,6室2厅7卫,539.79,3200,59283,共2层,2019年建造,徐泾,徐南路1188弄
顺驰蓝湾(二期公寓住宅),青浦区,南北,3室2厅2卫,139,450,32375,共5层,2005年建造,青浦新城,华盈路688弄
崧泽华城和瑞西苑,青浦区,南北,3室1厅1卫,80.94,178,21992,高层(共18层),2015年建造,赵巷,秀沁路238弄
逸皓华庭(公寓住宅),青浦区,南,3室2厅1卫,91.27,250,27392,低层(共12层),2012年建造,重固,重固镇大街518弄
夏阳金城(一期),青浦区,南,2室2厅1卫,92.84,255,27467,共5层,2005年建造,重固,赵重公路2555弄
新锦港花园,青浦区,南北,3室2厅2卫,138.03,450,32602,共5层,2006年建造,青浦新城,青安路507弄
葛洲坝绿城玉兰花园(南区公寓住宅),青浦区,南北,4室2厅2卫,168.53,790,46876,共5层,2017年建造,香花桥,清河湾路1699弄
海上湾鹭居(公寓住宅),青浦区,南北,3室2厅2卫,89.02,280,31454,低层(共6层),2020年建造,朱家角,淀山湖大道3699弄
西郊美林馆,青浦区,南北,5室3厅6卫,324,2000,61729,共3层,2003年建造,徐泾,高泾路689弄
西郊美林馆,青浦区,南北,6室2厅4卫,293,2500,85325,共3层,2005年建造,徐泾,高泾路689弄
虹桥正荣府,青浦区,南,4室2厅3卫,149.96,928,61884,高层(共8层),2016年建造,徐泾,"徐和路165弄,近联民路100弄"
青湖苑,青浦区,南北,3室1厅1卫,81.06,265,32692,中层(共18层),2014年建造,青浦新城,崧文南路60弄1-25号
巷佳华苑(一期),青浦区,南北,3室2厅2卫,102.47,360,35133,中层(共6层),2010年建造,赵巷,盈港东路4709弄
泰禾红桥,青浦区,南北,3室2厅1卫,86.51,309,35719,高层(共18层),2016年建造,青浦新城,青湖东路555弄
泰禾红桥,青浦区,南北,3室2厅1卫,93.64,328,35028,高层(共18层),2015年建造,青浦新城,青湖东路555弄
泰禾红桥,青浦区,南,3室2厅1卫,88.63,323,36444,高层(共18层),2017年建造,青浦新城,青湖东路555弄
海上湾鹭居(别墅),青浦区,南北,4室2厅4卫,136,680,50000,共3层,2021年建造,朱家角,淀山湖大道3699弄
湖畔佳苑(公寓住宅),青浦区,南,3室2厅2卫,193.71,1338,69073,高层(共8层),2010年建造,徐泾,沪青平公路1517弄
绿地逸湾,青浦区,南北,3室2厅1卫,88.94,245,27547,中层(共14层),2012年建造,华新,"华志路859弄,华志路903弄"
城东新村(三区),青浦区,南北,3室1厅1卫,81,267,32963,中层(共6层),1998年建造,青浦新城,"城东新村116-148号,城东新村商7-12号,城东新村商35-38号"
现代华庭(二期公寓住宅),青浦区,南北,3室2厅1卫,90.3,200,22149,中层(共17层),2017年建造,重固,赵重公路2588弄
新锦港花园,青浦区,南,2室2厅2卫,98.95,248,25064,中层(共6层),2008年建造,青浦新城,青安路507弄
绿谷馨都西部花苑(二区),青浦区,南北,3室2厅1卫,94.67,250,26408,中层(共6层),2002年建造,青浦新城,城中西路448弄1-29号
兆地尊庭(99弄),青浦区,南北,3室2厅1卫,88.56,315,35570,低层(共6层),2010年建造,华新,新益路99弄
盛誉世家,青浦区,南北,4室2厅2卫,140.28,608,43342,高层(共8层),2018年建造,香花桥,淀湖路666弄
宝业爱多邦,青浦区,南北,3室2厅2卫,94.91,350,36878,中层(共14层),2019年建造,青浦新城,崧淀二路99弄
崧泽华庭昱翠雅苑,青浦区,南,2室2厅1卫,80.57,180,22341,中层(共18层),2015年建造,赵巷,崧涟二路66弄
贺桥公寓,青浦区,南北,3室2厅2卫,107.65,341,31677,高层(共18层),2017年建造,香花桥,城中北路866弄
大名城映湖,青浦区,南北,3室2厅2卫,97.21,388.8,39996,中层(共8层),2022年建造,朱家角,淀园路333弄
崧文苑,青浦区,南北,2室2厅1卫,90.69,280,30875,中层(共17层),2015年建造,赵巷,崧文南路229弄
中信泰富朱家角新城翠苑(西区公寓住宅),青浦区,南北,3室2厅1卫,88.3,275,31144,共5层,2012年建造,朱家角,阁游路777弄
万科尚景苑(东区公寓住宅),青浦区,南北,2室2厅1卫,80.66,225,27895,高层(共11层),2012年建造,重固,福定路288弄
圣堡别墅,青浦区,南北,7室2厅5卫,368,3380,91848,共2层,2010年建造,徐泾,联民路99弄
沁风雅泾轩,青浦区,南北,5室2厅5卫,336.45,2860,85006,共3层,2008年建造,徐泾,东徐联路588弄
恒文星尚湾,青浦区,南北,3室2厅2卫,113.16,500,44186,中层(共18层),2014年建造,华新,新凤中路899弄
恒文星尚湾,青浦区,南北,3室2厅1卫,88.78,350,39424,高层(共18层),2014年建造,华新,新凤中路899弄
绿地新里波洛克公馆,青浦区,东,3室2厅2卫,93.79,295,31454,低层(共8层),2020年建造,重固,福泉山东路33弄
西部花苑一区(公寓住宅),青浦区,南,3室2厅1卫,93.77,260,27728,中层(共6层),2001年建造,青浦新城,城中西路333弄
康汇雅苑,青浦区,南北,3室2厅1卫,88.16,255,28925,高层(共17层),2019年建造,重固,崧建路589弄
康汇雅苑,青浦区,南北,3室2厅2卫,103.25,245,23729,中层(共17层),2019年建造,重固,崧建路589弄
康浦景庭,青浦区,南北,2室2厅1卫,93.26,219,23483,中层(共6层),2015年建造,重固,福定路386弄
