小区名称,行政区,朝向,房屋配置,面积（㎡）,总价（万）,均价(平),楼层,建筑年份,周边,小区地址
安亭名邸,嘉定区,南,2室2厅1卫,92.41,300,32465,高层(共17层),2011年建造,安亭,南安路88弄
盐湖新居,嘉定区,南北,2室2厅1卫,83.67,340,40636,低层(共6层),2015年建造,江桥新城,曹安公路2831弄1-10号
格林云尚,嘉定区,南北,3室2厅1卫,89.01,300,33705,低层(共18层),2023年建造,安亭,彤闻路198弄
中星海上名豪苑水岸丽苑,嘉定区,南北,2室2厅1卫,91.31,400,43807,高层(共12层),2014年建造,江桥新城,海波路1000弄
中星海上名豪苑水岸丽苑,嘉定区,南北,2室2厅1卫,88.03,388,44076,低层(共18层),2012年建造,江桥新城,海波路1000弄
金帝城市岸泊(公寓住宅),嘉定区,南北,2室2厅1卫,91.12,308,33802,中层(共6层),2008年建造,江桥新城,吴杨东路333弄
漪园新村,嘉定区,南,3室2厅2卫,130.83,430,32868,中层(共6层),2004年建造,南翔,"火车站路185弄,火车站路121弄,火车站路151弄"
保利星海屿筑(北区),嘉定区,南北,3室2厅2卫,136.34,720,52810,低层(共15层),2014年建造,嘉定新城,"高台路560弄,洪德路683弄1-21号"
日月光伯爵天地汇景华庭(一期),嘉定区,南,3室2厅2卫,91.83,315,34303,高层(共9层),2015年建造,嘉定城区,平城路1000弄
金鹤新城中房公寓,嘉定区,南,2室2厅1卫,80,285,35625,高层(共7层),2009年建造,江桥新城,金耀路333弄
丰庄十四街坊,嘉定区,南北,2室1厅1卫,82.19,326,39665,中层(共6层),1999年建造,丰庄,"丰庄西路551弄1-34,49-81号"
新城金郡(二期北区),嘉定区,南北,2室2厅1卫,81.47,360,44189,中层(共18层),2013年建造,嘉定新城,崇信路1518弄
嘉城新航域,嘉定区,南,2室2厅1卫,82.49,355,43036,高层(共17层),2009年建造,江桥新城,海川路58弄
锦华茗园,嘉定区,南北,2室2厅1卫,96.93,378,38998,中层(共6层),2010年建造,江桥新城,靖远路799弄
锦华茗园,嘉定区,南北,2室2厅1卫,85.51,370,43270,中层(共6层),2008年建造,江桥新城,靖远路799弄
佳兆业城市广场(四期),嘉定区,南北,3室2厅2卫,98.04,305,31110,低层(共12层),2021年建造,徐行,新建一路1899弄1-59号
嘉宝梦之月,嘉定区,南北,3室2厅1卫,95.89,400,41715,高层(共7层),2019年建造,菊园新区,陈家山路1399弄
汇丰沁苑(北区),嘉定区,南北,2室2厅1卫,84.12,318,37804,高层(共15层),2011年建造,江桥新城,临夏路800弄
新城香溢澜庭(北区公寓住宅),嘉定区,南,3室2厅1卫,112.72,550,48794,中层(共20层),2014年建造,嘉定新城,洪德路1125弄
龙湖郦城(西区公寓住宅),嘉定区,南,4室2厅2卫,113.96,688,60373,中层(共29层),2011年建造,嘉定新城,双单路1509弄
曹江公寓,嘉定区,南北,3室2厅1卫,85.54,300,35072,低层(共6层),2010年建造,江桥新城,临夏路98弄
盘古园府,嘉定区,南北,3室2厅2卫,111.41,488,43803,中层(共31层),2018年建造,嘉定新城,崇信路77弄
路劲上海派Ⅱ盛世景庭,嘉定区,南北,3室2厅1卫,87.54,289,33014,低层(共24层),2008年建造,安亭,于塘南路82弄
旭辉锦庭(东区),嘉定区,南,3室1厅1卫,91.82,305,33218,高层(共18层),2017年建造,嘉定城区,双坪路200弄
龙湖郦城(西区公寓住宅),嘉定区,南,3室2厅2卫,138.25,780,56420,中层(共27层),2012年建造,嘉定新城,双单路1509弄
通用国际(公寓住宅),嘉定区,南北,3室2厅2卫,123.75,525,42425,高层(共18层),2015年建造,封浜,德园南路111弄68-76号
嘉城幸福港,嘉定区,南北,2室2厅1卫,85.08,385,45252,中层(共18层),2005年建造,江桥新城,海蓝路318弄1-32号
盐湖新居,嘉定区,南北,2室2厅1卫,83.67,390,46612,高层(共18层),2015年建造,江桥新城,曹安公路2831弄1-10号
绿地新江桥城(南区),嘉定区,南北,3室2厅2卫,121.47,490,40340,低层(共15层),2012年建造,江桥新城,金耀南路80弄
中星海上名豪苑水岸丽苑,嘉定区,南北,2室1厅0卫,91.31,400,43807,低层(共18层),2014年建造,江桥新城,海波路1000弄
万科柏林映像,嘉定区,南,3室2厅2卫,138.66,550,39666,中层(共7层),2016年建造,安亭,安勇路20弄
新城金郡(一期北区),嘉定区,南,2室2厅1卫,88.71,385,43400,中层(共11层),2011年建造,嘉定新城,临泽路189弄
盘古嘉德,嘉定区,南,3室2厅2卫,106.85,500,46795,中层(共20层),2016年建造,嘉定新城,洪德路1500弄
盘古嘉德,嘉定区,南,3室2厅2卫,109.92,460,41849,低层(共20层),2016年建造,嘉定新城,洪德路1500弄
中星海上名豪苑御菁园,嘉定区,南北,2室2厅1卫,90,400,44445,中层(共17层),2011年建造,江桥新城,海波路850弄
金帝城市岸泊(公寓住宅),嘉定区,南北,2室2厅1卫,85.84,300,34949,高层(共6层),2008年建造,江桥新城,吴杨东路333弄
金帝城市岸泊(公寓住宅),嘉定区,南北,2室2厅1卫,85.57,315,36812,高层(共6层),2008年建造,江桥新城,吴杨东路333弄
嘉城爱琴海,嘉定区,南北,3室2厅2卫,120.12,445,37047,高层(共18层),2015年建造,江桥新城,海波路127弄
盘古园府,嘉定区,南,3室2厅2卫,105.76,503,47561,中层(共20层),2019年建造,嘉定新城,崇信路77弄
云翔佳苑(北区),嘉定区,南北,2室2厅1卫,94.24,275,29181,低层(共18层),2017年建造,南翔,"嘉年路750弄,嘉年路650弄"
上隽嘉苑(公寓住宅),嘉定区,南北,3室2厅1卫,142.5,525,36843,低层(共18层),2014年建造,南翔,宝翔路998弄
合景叠翠峰(二期),嘉定区,南,3室2厅1卫,89.4,286,31992,高层(共18层),2013年建造,嘉定城区,秋竹路655弄
嘉宝梦之湾(公寓住宅),嘉定区,南北,2室2厅1卫,89.62,389,43406,中层(共18层),2015年建造,嘉定城区,平城路2055弄
新城悠活城(东区),嘉定区,南北,2室2厅1卫,89.89,355,39493,低层(共18层),2011年建造,嘉定城区,红石路333弄
路劲翡丽湾(公寓住宅),嘉定区,南北,3室2厅1卫,112.98,550,48682,高层(共28层),2013年建造,南翔,雅翔路288弄
住嘉佳园,嘉定区,南北,2室2厅1卫,94.31,388,41141,高层(共14层),2007年建造,丰庄,丰庄北路5弄
嘉城新航域,嘉定区,南北,2室1厅1卫,84.21,318,37763,中层(共17层),2009年建造,江桥新城,海川路58弄
中星海兰苑,嘉定区,南北,3室2厅2卫,122.27,420,34351,低层(共12层),2008年建造,江桥新城,华江支路677弄
风荷丽景尚城(中区),嘉定区,南,2室2厅1卫,87.76,388,44212,中层(共29层),2018年建造,嘉定新城,德富路900弄
大名城名郡,嘉定区,南北,3室2厅1卫,88.08,280,31790,高层(共24层),2015年建造,安亭,秦安路27弄1-17号
安亭中央公园(公寓住宅),嘉定区,南,2室2厅1卫,97.29,290,29808,低层(共22层),2015年建造,安亭,泽普路588弄
嘉城桃花岛香槟河畔(公寓住宅),嘉定区,南,3室2厅1卫,105.28,430,40844,高层(共13层),2007年建造,江桥新城,嘉怡路279弄
嘉尚坊,嘉定区,南北,3室2厅2卫,131.13,598,45604,共5层,2003年建造,丰庄,金汤路655弄
爱德佳苑(一期),嘉定区,南北,2室2厅1卫,92.2,332,36009,低层(共13层),2013年建造,江桥新城,爱特路185弄
华润中央公园(三期508弄),嘉定区,南北,3室2厅1卫,133.62,1010,75588,低层(共18层),2012年建造,南翔,浩翔路508弄
天禧嘉苑(东区),嘉定区,南北,3室2厅2卫,122.61,436,35560,低层(共18层),2011年建造,江桥新城,乐秀路299弄
中信泰富又一城(一期),嘉定区,南,3室2厅2卫,138.81,520,37462,低层(共32层),2011年建造,嘉定新城,云屏路388弄
嘉宝梦之湾(公寓住宅),嘉定区,南,3室2厅2卫,122.12,440,36031,低层(共24层),2014年建造,嘉定城区,平城路2055弄
卢尔公寓,嘉定区,南北,3室2厅2卫,137.99,650,47105,中层(共18层),2006年建造,南翔,芳林路333弄101-109号
金鹤新城中房公寓,嘉定区,南,3室2厅1卫,101.34,480,47366,高层(共7层),2005年建造,江桥新城,金耀路333弄
金鹤新城中房公寓,嘉定区,南北,4室1厅1卫,90.69,355,39145,低层(共7层),2008年建造,江桥新城,金耀路333弄
大宅风范城,嘉定区,南北,2室2厅1卫,80.61,335,41559,高层(共6层),2008年建造,江桥新城,鹤望路365弄
大宅风范城,嘉定区,南北,2室2厅1卫,87.98,358,40692,高层(共14层),2008年建造,江桥新城,鹤望路365弄
新城金郡(一期南区),嘉定区,南北,3室2厅2卫,118.47,800,67528,共5层,2011年建造,嘉定新城,临泽路89弄
路劲翡丽湾(公寓住宅),嘉定区,南北,3室2厅1卫,104.82,520,49609,低层(共18层),2013年建造,南翔,雅翔路288弄
路劲翡丽湾(公寓住宅),嘉定区,南北,3室2厅1卫,111.27,500,44936,高层(共21层),2012年建造,南翔,雅翔路288弄
风荷丽景尚城(中区),嘉定区,南,3室1厅1卫,85.4,397,46488,高层(共28层),2018年建造,嘉定新城,德富路900弄
爱德佳苑三街坊(公寓住宅),嘉定区,南北,2室2厅1卫,91.51,335,36609,高层(共13层),2013年建造,江桥新城,爱特路333弄
保利海上五月花(公寓住宅),嘉定区,南北,3室2厅1卫,90,350,38889,中层(共14层),2010年建造,菊园新区,永靖路898弄
丽江佳苑,嘉定区,南北,3室1厅1卫,85.96,265,30829,高层(共11层),2011年建造,江桥新城,嘉涌路88弄
通用国际(公寓住宅),嘉定区,南北,3室2厅2卫,123.55,580,46945,高层(共18层),2016年建造,封浜,德园南路111弄68-76号
莱英北郡,嘉定区,南北,3室2厅1卫,92.45,310,33532,中层(共18层),2017年建造,黄渡,玉麦路388弄
西上海御庭(曹安景林苑),嘉定区,南,3室2厅1卫,92.58,281,30353,低层(共18层),2016年建造,黄渡,曹安公路4908弄155-172号
新城尚上城(南区),嘉定区,南北,3室2厅1卫,132.49,460,34720,低层(共17层),2012年建造,安亭,安谐路9弄
万科金色领域(西区),嘉定区,南,3室2厅1卫,89.55,286,31938,低层(共11层),2012年建造,嘉定城区,秋竹路801弄1-48号
万科金色领域(西区),嘉定区,南,3室2厅1卫,89.14,295,33095,高层(共11层),2012年建造,嘉定城区,秋竹路801弄1-48号
丰庄一村,嘉定区,南北,2室2厅1卫,80.07,318,39716,高层(共6层),1997年建造,丰庄,丰庄路450弄
丰庄一村,嘉定区,南北,2室1厅1卫,80.18,368,45897,中层(共6层),1999年建造,丰庄,丰庄路450弄
嘉城雅颂湾,嘉定区,南,2室2厅1卫,88.12,358,40627,高层(共6层),2010年建造,江桥新城,海波路118弄
绿洲茗馨公寓,嘉定区,南,2室2厅1卫,88.99,400,44949,高层(共18层),2011年建造,南翔,民主街495弄
东方豪园(二期),嘉定区,南,2室2厅1卫,91.5,365,39891,低层(共27层),2016年建造,马陆,宝安公路3518弄
家旺景苑,嘉定区,南北,2室2厅1卫,91.45,400,43740,中层(共6层),2011年建造,江桥新城,张掖路55弄
阳光城新界,嘉定区,南,2室2厅1卫,80.69,350,43376,高层(共27层),2015年建造,嘉定新城,"白银路518弄,德富路1388弄"
日月光伯爵天地鼎固君庭,嘉定区,南北,3室2厅2卫,103.95,440,42329,高层(共31层),2013年建造,菊园新区,皇庆路88弄
大宅风范城,嘉定区,南北,3室2厅2卫,121.2,515,42492,中层(共18层),2012年建造,江桥新城,鹤望路365弄
安亭新镇波恩风情,嘉定区,南,3室2厅1卫,89.04,380,42678,低层(共7层),2017年建造,安亭,安智路2078弄
嘉城新航域,嘉定区,南北,3室2厅2卫,120.92,520,43004,中层(共6层),2009年建造,江桥新城,海川路58弄
天禧嘉苑(北区),嘉定区,南北,2室2厅1卫,82.96,318,38332,中层(共18层),2012年建造,江桥新城,嘉峪关路600弄
华江景城,嘉定区,南,3室2厅2卫,114.4,464,40560,低层(共22层),2009年建造,江桥新城,海波路333弄
嘉城桃花岛香槟河畔(公寓住宅),嘉定区,南北,2室2厅1卫,97,342,35258,中层(共14层),2007年建造,江桥新城,嘉怡路279弄
西上海御庭(曹安景林苑),嘉定区,南北,2室2厅1卫,90.38,258,28547,高层(共23层),2017年建造,黄渡,曹安公路4908弄155-172号
绿地新江桥城(南区),嘉定区,南北,3室2厅2卫,121.65,530,43568,高层(共15层),2012年建造,江桥新城,金耀南路80弄
紫荆二村,嘉定区,南北,3室2厅1卫,97.21,263,27055,中层(共6层),1996年建造,安亭,泽普路175弄
恒大御景湾,嘉定区,南北,2室2厅1卫,87.89,356,40506,高层(共18层),2016年建造,马陆,育英南街55弄
华润中央公园(一期北区公寓住宅),嘉定区,南北,3室2厅2卫,140.11,865,61738,高层(共21层),2012年建造,南翔,浩翔路99弄
万科西郊都会(公寓住宅),嘉定区,南北,3室2厅2卫,96.56,390,40390,高层(共26层),2019年建造,黄渡,博园路6666弄
万立城(公寓住宅),嘉定区,南北,2室2厅1卫,89.97,310,34456,高层(共18层),2016年建造,安亭,"塔山路452弄,塔山路455弄,塔山路398弄塔山路399弄"
古北萃庭(公寓住宅),嘉定区,南北,3室2厅1卫,88.82,328,36929,高层(共9层),2015年建造,安亭,"彤闻路77弄,彤闻路199弄"
嘉宝梦之湾(公寓住宅),嘉定区,南北,3室2厅2卫,111.01,440,39637,中层(共18层),2015年建造,嘉定城区,平城路2055弄
嘉城新航域,嘉定区,南北,2室2厅1卫,86.37,330,38208,高层(共18层),2015年建造,江桥新城,海川路58弄
天禧嘉苑(北区),嘉定区,南北,2室2厅1卫,83.61,315,37675,中层(共18层),2013年建造,江桥新城,嘉峪关路600弄
爱德佳苑三街坊(公寓住宅),嘉定区,南北,2室2厅1卫,87.58,320,36539,中层(共14层),2011年建造,江桥新城,爱特路333弄
大名城名郡,嘉定区,南,3室2厅1卫,87.7,280,31928,中层(共26层),2015年建造,安亭,秦安路27弄1-17号
天际蓝桥,嘉定区,南北,3室2厅2卫,124.66,658,52784,高层(共17层),2010年建造,江桥新城,华江支路328弄
安亭瑞仕锦庭,嘉定区,南,2室2厅1卫,98.62,340,34476,高层(共18层),2018年建造,安亭,安研路67弄
路劲上海派君悦华庭,嘉定区,南,3室2厅1卫,86.99,268,30809,中层(共17层),2015年建造,安亭,荣轩路60弄
路劲上海派Ⅱ盛世景庭,嘉定区,南,3室2厅1卫,89.43,270,30192,高层(共17层),2017年建造,安亭,于塘南路82弄
嘉城桃花岛香槟河畔(公寓住宅),嘉定区,南北,2室2厅1卫,96.49,400,41456,低层(共14层),2005年建造,江桥新城,嘉怡路279弄
中信泰富又一城雅苑,嘉定区,南,2室2厅1卫,98.09,376,38333,低层(共37层),2015年建造,嘉定新城,云谷路599弄
西上海御庭(曹安景林苑),嘉定区,南北,3室2厅1卫,91.7,240,26173,低层(共26层),2017年建造,黄渡,曹安公路4908弄155-172号
高潮新苑,嘉定区,南,2室2厅1卫,89.04,360,40432,低层(共15层),2018年建造,江桥新城,武都路100弄
丰盛雅苑(公寓住宅),嘉定区,南,2室2厅1卫,86.67,380,43845,低层(共6层),2005年建造,江桥新城,华江公路555弄
盘古园府,嘉定区,南北,3室2厅2卫,105.76,550,52005,高层(共20层),2019年建造,嘉定新城,崇信路77弄
恒大御景湾,嘉定区,南,2室2厅1卫,88.09,400,45409,中层(共26层),2017年建造,马陆,育英南街55弄
格林云尚,嘉定区,南北,3室2厅1卫,88.48,310,35037,低层(共18层),2023年建造,安亭,彤闻路198弄
金帝城市岸泊(公寓住宅),嘉定区,南北,2室2厅1卫,92.38,350,37887,中层(共6层),2007年建造,江桥新城,吴杨东路333弄
路劲上海派Ⅲ观澜雅庭,嘉定区,南北,3室2厅1卫,90,280,31112,中层(共17层),2016年建造,安亭,于塘南路380弄
住友嘉馨名园,嘉定区,南北,2室2厅1卫,98.22,340,34617,低层(共6层),2007年建造,菊园新区,平城路606弄
住友嘉馨名园,嘉定区,南北,2室2厅1卫,98,345,35205,中层(共6层),2007年建造,菊园新区,平城路606弄
大宅风范城,嘉定区,南北,3室2厅2卫,121.37,480,39549,中层(共11层),2010年建造,江桥新城,鹤望路365弄
嘉城新航域,嘉定区,南北,2室2厅1卫,83.56,325,38895,低层(共6层),2009年建造,江桥新城,海川路58弄
红翔新村,嘉定区,南,2室2厅1卫,83.95,260,30971,低层(共6层),2004年建造,南翔,民主街500弄
保利海上五月花(公寓住宅),嘉定区,南北,3室2厅1卫,91,375,41209,高层(共14层),2008年建造,菊园新区,永靖路898弄
天际蓝桥,嘉定区,南北,2室2厅1卫,86.27,360,41730,高层(共17层),2010年建造,江桥新城,华江支路328弄
胜悦嘉苑(东苑),嘉定区,南,2室2厅1卫,94.89,250,26347,高层(共25层),2016年建造,菊园新区,秋竹路118弄
新城金郡(二期南区公寓住宅),嘉定区,南,2室2厅1卫,81.18,360,44346,高层(共18层),2013年建造,嘉定新城,云屏路1399弄
富友嘉园(北区),嘉定区,南北,3室2厅1卫,91.75,340,37058,中层(共6层),2005年建造,江桥新城,临夏路1000弄
绿地海域苏河源(一期公寓住宅),嘉定区,南,2室2厅1卫,81.14,330,40671,高层(共27层),2015年建造,安亭,博园路8085弄
南翔秀城嘉孚雅苑,嘉定区,南北,2室2厅1卫,81.2,298,36700,高层(共12层),2015年建造,马陆,嘉吉路60弄
保利天鹅语苑(二期公寓住宅),嘉定区,南北,3室2厅1卫,118.51,585,49363,中层(共30层),2015年建造,嘉定新城,城固路1331弄
金帝城市岸泊(公寓住宅),嘉定区,南北,3室2厅2卫,128.98,460,35665,高层(共6层),2008年建造,江桥新城,吴杨东路333弄
金帝城市岸泊(公寓住宅),嘉定区,南,3室2厅2卫,123.51,450,36435,高层(共6层),2004年建造,江桥新城,吴杨东路333弄
金帝城市岸泊(公寓住宅),嘉定区,南北,3室2厅1卫,90.98,280,30776,高层(共6层),2007年建造,江桥新城,吴杨东路333弄
明日新苑,嘉定区,南北,3室2厅2卫,129.92,758,58344,低层(共6层),2002年建造,丰庄,丰庄路301弄
新城悠活城(东区),嘉定区,南,2室2厅1卫,84.65,288,34023,低层(共27层),2012年建造,嘉定城区,红石路333弄
万达城市公寓,嘉定区,南北,3室2厅1卫,112.43,582,51766,中层(共17层),2010年建造,江桥新城,鹤友路336弄
大宅风范城,嘉定区,南北,3室2厅2卫,118.13,480,40634,中层(共6层),2009年建造,江桥新城,鹤望路365弄
大宅风范城,嘉定区,南北,2室2厅1卫,80.61,326,40442,中层(共6层),2009年建造,江桥新城,鹤望路365弄
嘉旺苑,嘉定区,南北,2室2厅1卫,96.25,318,33039,中层(共14层),2007年建造,江桥新城,靖远路1288弄
锦华茗园,嘉定区,南北,3室2厅2卫,129.91,490,37719,中层(共6层),2010年建造,江桥新城,靖远路799弄
绿洲北水湾名邸,嘉定区,南北,2室2厅2卫,97.7,324,33163,高层(共27层),2015年建造,菊园新区,环城路1560弄
绿地海域苏河源(二期),嘉定区,南,2室2厅1卫,82.19,315,38326,高层(共27层),2016年建造,安亭,博园路8155弄
绿地昌吉名邸新里米兰公寓,嘉定区,南,3室2厅1卫,92.18,267,28966,高层(共18层),2012年建造,安亭,雅丹路789弄
绿地昌吉名邸新里米兰公寓,嘉定区,南,3室2厅1卫,91.88,260,28298,中层(共16层),2012年建造,安亭,雅丹路789弄
爱德佳苑三街坊(公寓住宅),嘉定区,南,2室2厅1卫,94.33,320,33924,高层(共13层),2013年建造,江桥新城,爱特路333弄
汇丰沁苑(南区),嘉定区,南北,2室2厅1卫,87.79,306,34856,中层(共6层),2005年建造,江桥新城,临夏路801弄
汇丰沁苑(南区),嘉定区,南北,2室2厅1卫,89.33,310,34703,中层(共6层),2013年建造,江桥新城,临夏路801弄
安亭瑞仕锦庭,嘉定区,南,2室2厅1卫,89.45,304,33986,中层(共17层),2018年建造,安亭,安研路67弄
文通拾里间,嘉定区,南北,3室2厅2卫,102.93,658,63927,低层(共18层),2020年建造,江桥新城,曹安公路2831弄12-13号
龙湖天璞,嘉定区,南北,3室2厅2卫,100.69,750,74487,高层(共19层),2018年建造,江桥新城,黄家花园路998弄
嘉亭菁苑,嘉定区,南,3室2厅2卫,133.72,448,33503,高层(共27层),2011年建造,安亭,墨玉南路1011弄
清水颐园(公寓住宅),嘉定区,南,2室2厅1卫,89.85,290,32277,低层(共18层),2008年建造,嘉定城区,裕民路1000弄
盐湖新居,嘉定区,南北,2室2厅1卫,83.67,333,39800,低层(共18层),2010年建造,江桥新城,曹安公路2831弄1-10号
南翔秀城嘉孚雅苑,嘉定区,南北,2室2厅1卫,81.28,277,34080,高层(共18层),2018年建造,马陆,嘉吉路60弄
嘉定颐景园,嘉定区,南,3室2厅1卫,130.23,465,35707,低层(共9层),2005年建造,嘉定城区,棋盘路1385弄
湖畔天下(公寓住宅),嘉定区,南北,4室3厅4卫,109.9,720,65515,低层(共18层),2015年建造,南翔,"瑞林路800弄,瑞林路1280弄,芳林路1357弄"
金帝城市岸泊(公寓住宅),嘉定区,南北,3室2厅2卫,125.54,472,37598,高层(共6层),2008年建造,江桥新城,吴杨东路333弄
泰宸新苑,嘉定区,南北,3室2厅2卫,117.7,650,55226,低层(共6层),2003年建造,丰庄,金沙江路2788弄
德华三村,嘉定区,南北,2室2厅1卫,80,235,29375,高层(共6层),1996年建造,南翔,德园路425弄
盘古园府,嘉定区,南北,3室2厅2卫,106.76,490,45898,低层(共18层),2019年建造,嘉定新城,崇信路77弄
路劲翡丽湾(公寓住宅),嘉定区,南北,3室2厅1卫,112.47,530,47124,高层(共27层),2013年建造,南翔,雅翔路288弄
嘉城新航域,嘉定区,南北,2室2厅1卫,83.12,355,42710,中层(共6层),2008年建造,江桥新城,海川路58弄
嘉城新航域,嘉定区,南北,2室2厅1卫,82.76,345,41687,中层(共17层),2009年建造,江桥新城,海川路58弄
爱德佳苑(一期),嘉定区,南北,2室2厅1卫,90.85,290,31921,低层(共12层),2012年建造,江桥新城,爱特路185弄
爱德佳苑三街坊(公寓住宅),嘉定区,南北,2室2厅1卫,87.58,310,35397,中层(共13层),2013年建造,江桥新城,爱特路333弄
天际蓝桥,嘉定区,南北,2室2厅1卫,87.48,380,43439,中层(共12层),2012年建造,江桥新城,华江支路328弄
福莱馨苑练祁佳城,嘉定区,南,3室1厅1卫,88,245,27841,中层(共17层),2015年建造,嘉定城区,绿菊路300弄
保利云上,嘉定区,南北,3室2厅2卫,126.4,745,58940,低层(共18层),2022年建造,江桥新城,海波路1155弄
龙湖天璞,嘉定区,南北,3室2厅2卫,118.9,888,74685,低层(共19层),2019年建造,江桥新城,黄家花园路998弄
天禧嘉苑(北区),嘉定区,南北,2室2厅1卫,83.42,308,36922,中层(共14层),2011年建造,江桥新城,嘉峪关路600弄
芙蓉新村,嘉定区,南北,2室2厅1卫,85.11,175,20562,高层(共6层),2002年建造,安亭,泽普路318弄
金鹤新城水岸秀苑,嘉定区,南北,2室2厅1卫,86.89,325,37404,中层(共11层),2007年建造,江桥新城,鹤旋路500弄
季景铭郡,嘉定区,南北,3室2厅1卫,104.44,528,50556,高层(共21层),2015年建造,南翔,古猗园南路355弄
清水颐园(公寓住宅),嘉定区,南,3室2厅2卫,138.78,439,31633,高层(共18层),2008年建造,嘉定城区,裕民路1000弄
中信泰富又一城雅苑,嘉定区,南,2室2厅1卫,95.15,360,37835,低层(共37层),2016年建造,嘉定新城,云谷路599弄
高潮新苑,嘉定区,南北,2室2厅1卫,88,368,41819,低层(共13层),2018年建造,江桥新城,武都路100弄
安盛苑,嘉定区,南北,3室2厅1卫,112.59,410,36416,高层(共6层),1998年建造,丰庄,双河路437弄1-65号
嘉华居(公寓住宅),嘉定区,南,3室2厅2卫,127.87,415,32455,高层(共6层),2005年建造,菊园新区,"平城路388弄,永靖路501弄"
嘉宝梦之缘景庭(西区),嘉定区,南,4室4厅3卫,109.63,798,72791,低层(共7层),2017年建造,嘉定新城,云屏路1033弄
万科金色领域(西区),嘉定区,南,2室2厅1卫,84.47,308,36463,中层(共17层),2013年建造,嘉定城区,秋竹路801弄1-48号
金帝城市岸泊(公寓住宅),嘉定区,南北,2室2厅1卫,86.14,330,38310,高层(共6层),2007年建造,江桥新城,吴杨东路333弄
丽景新苑,嘉定区,南,3室2厅2卫,104.26,430,41244,高层(共6层),1999年建造,丰庄,丰庄路268弄
汇丰凯苑,嘉定区,南,3室2厅2卫,124.62,395,31697,低层(共18层),2012年建造,菊园新区,红石路730弄1-56号
新城悠活城(东区),嘉定区,南,3室2厅2卫,134.19,470,35025,中层(共18层),2012年建造,嘉定城区,红石路333弄
新城悠活城(东区),嘉定区,南,2室2厅1卫,85,300,35292,中层(共27层),2012年建造,嘉定城区,红石路333弄
金鹤新城中房公寓,嘉定区,南北,3室2厅1卫,91.53,350,38239,高层(共11层),2008年建造,江桥新城,金耀路333弄
嘉城新航域,嘉定区,南,2室2厅1卫,82.49,350,42430,低层(共17层),2009年建造,江桥新城,海川路58弄
嘉城新航域,嘉定区,南北,2室2厅1卫,86.03,345,40103,高层(共11层),2009年建造,江桥新城,海川路58弄
嘉城新航域,嘉定区,南北,3室2厅2卫,123.13,500,40608,中层(共6层),2006年建造,江桥新城,海川路58弄
嘉城新航域,嘉定区,南北,3室2厅2卫,124.64,515,41319,低层(共17层),2009年建造,江桥新城,海川路58弄
锦华茗园,嘉定区,南北,2室2厅1卫,96.93,363.9,37543,低层(共13层),2008年建造,江桥新城,靖远路799弄
绿洲北水湾名邸,嘉定区,南北,3室2厅2卫,120.09,580,48298,中层(共18层),2015年建造,菊园新区,环城路1560弄
保利天琴宇(二期),嘉定区,南北,2室2厅1卫,90.44,373,41243,低层(共18层),2016年建造,嘉定新城,洪德路35弄
新城香溢澜庭(北区公寓住宅),嘉定区,南北,3室2厅1卫,112.72,545,48350,低层(共20层),2014年建造,嘉定新城,洪德路1125弄
佳兆业城市广场(东区),嘉定区,南,3室2厅2卫,126.49,405,32019,低层(共18层),2017年建造,徐行,启宁路421弄
爱德佳苑五街坊,嘉定区,南北,2室1厅1卫,85.95,319,37115,高层(共14层),2013年建造,江桥新城,爱特路89弄1-53号
爱德佳苑五街坊,嘉定区,南北,2室2厅1卫,85.76,305,35565,低层(共14层),2012年建造,江桥新城,爱特路89弄1-53号
芙蓉金厢园,嘉定区,南北,3室2厅2卫,134.46,450,33468,中层(共11层),2006年建造,安亭,新源路218弄
保利海上五月花(公寓住宅),嘉定区,南,3室1厅1卫,91.83,360,39203,低层(共14层),2009年建造,菊园新区,永靖路898弄
保利海上五月花(公寓住宅),嘉定区,南北,3室2厅1卫,91.81,340,37034,低层(共14层),2009年建造,菊园新区,永靖路898弄
曹江公寓,嘉定区,南北,3室2厅1卫,104.93,438,41743,中层(共10层),2010年建造,江桥新城,临夏路98弄
新城悠活城(东区),嘉定区,南,2室2厅1卫,84.79,310,36561,中层(共18层),2011年建造,嘉定城区,红石路333弄
嘉邦小区,嘉定区,南,3室2厅1卫,94.22,182,19317,高层(共6层),1996年建造,菊园新区,"环城路600弄,嘉行公路41弄,棋盘路1111弄"
澜茵华庭(西区),嘉定区,南北,2室2厅1卫,80.36,370,46043,高层(共11层),2008年建造,江桥新城,金园一路1518弄
天禧嘉苑(北区),嘉定区,南北,2室2厅1卫,83.91,314,37422,低层(共18层),2011年建造,江桥新城,嘉峪关路600弄
路劲上海派Ⅱ盛世景庭,嘉定区,南,3室2厅1卫,89.2,256,28700,低层(共16层),2017年建造,安亭,于塘南路82弄
华江景城,嘉定区,南北,2室2厅1卫,90.54,370,40866,低层(共22层),2009年建造,江桥新城,海波路333弄
华江景城,嘉定区,南,2室2厅1卫,92.38,376,40702,低层(共22层),2009年建造,江桥新城,海波路333弄
华江景城,嘉定区,南北,2室2厅1卫,83.71,330,39422,共5层,2012年建造,江桥新城,海波路333弄
华江景城,嘉定区,南北,2室2厅1卫,96.53,398,41231,高层(共16层),2010年建造,江桥新城,海波路333弄
